rssi,average_rssi,rssi_variance,snr,average_snr,sf,tp,location_id
-0.7933333333333333,-0.88,0.00753308240056389,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.00782281633904712,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.9,0.007967683308288733,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7933333333333333,-0.88,0.011009889662362611,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.78,-0.8733333333333333,0.011009889662362611,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.86,0.003911408169523559,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.78,-0.88,0.011009889662362611,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.011009889662362611,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.78,-0.9066666666666666,0.01665970146278553,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.01405209601643649,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.9,0.011009889662362615,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.01405209601643649,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.008836885123738413,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7533333333333333,-0.86,0.03403863845446183,0.2857142857142857,-14.0,9.0,2.0,0.0
-0.7666666666666667,-0.8666666666666667,0.03403863845446183,0.2571428571428571,-15.0,9.0,2.0,0.0
-0.7866666666666666,-0.8866666666666667,0.007098481492839053,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.011009889662362611,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.012168825416295517,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7733333333333333,-0.8666666666666667,0.02279464376980477,0.2857142857142857,-14.0,9.0,2.0,0.0
-0.7933333333333333,-0.9,0.013907229047194877,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7933333333333333,-0.88,0.00753308240056389,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.00753308240056389,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.78,-0.8666666666666667,0.011879091477812295,0.3142857142857143,-13.0,10.0,2.0,0.0
-0.7733333333333333,-0.8666666666666667,0.014514974956557297,0.2571428571428571,-15.0,9.0,2.0,0.0
-0.7933333333333333,-0.9133333333333333,0.00782281633904712,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.8066666666666666,-0.8933333333333333,0.01405209601643649,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.86,0.007967683308288733,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.7933333333333333,-0.9,0.013907229047194877,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.78,-0.8866666666666667,0.007967683308288733,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.78,-0.8733333333333333,0.009561219969946482,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8866666666666667,0.007967683308288733,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7933333333333333,-0.8866666666666667,0.010140687846912935,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.78,-0.86,0.003911408169523559,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.00782281633904712,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.9,0.007967683308288733,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.00492547695421485,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.01970190781685941,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.78,-0.8733333333333333,0.009561219969946482,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.007098481492839053,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.013907229047194877,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.78,-0.86,0.007967683308288733,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.8066666666666666,-0.9,0.00753308240056389,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7733333333333333,-0.8733333333333333,0.023816825104773592,0.22857142857142856,-16.0,9.0,2.0,0.0
-0.78,-0.8866666666666667,0.010575288754637773,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.023816825104773592,0.22857142857142856,-16.0,9.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.01970190781685941,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.00782281633904712,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.78,-0.88,0.012168825416295517,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.009561219969946482,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.011879091477812295,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.86,0.003911408169523559,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.011009889662362611,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.007967683308288733,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.9133333333333333,0.00782281633904712,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.7933333333333333,-0.9,0.007967683308288733,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.78,-0.8933333333333333,0.01405209601643649,0.2,-17.0,10.0,2.0,0.0
-0.7933333333333333,-0.8666666666666667,0.011879091477812295,0.3142857142857143,-13.0,10.0,2.0,0.0
-0.7933333333333333,-0.9066666666666666,0.00782281633904712,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.7933333333333333,-0.9,0.00753308240056389,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7933333333333333,-0.86,0.007967683308288733,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.7933333333333333,-0.8866666666666667,0.01970190781685941,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.01260342632402036,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7933333333333333,-0.8866666666666667,0.007967683308288733,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.8066666666666666,-0.8866666666666667,0.01970190781685941,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.8866666666666667,0.007967683308288733,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.013907229047194877,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7733333333333333,-0.88,0.01260342632402036,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.78,-0.8866666666666667,0.007967683308288733,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7933333333333333,-0.8866666666666667,0.007967683308288733,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.8866666666666667,0.007967683308288733,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.86,0.007967683308288733,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.7533333333333333,-0.8666666666666667,0.03240314831851171,0.2857142857142857,-14.0,9.0,2.0,0.0
-0.7933333333333333,-0.8866666666666667,0.007098481492839053,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7933333333333333,-0.9,0.01564563267809424,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.00782281633904712,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8866666666666667,0.007967683308288733,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.011879091477812295,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.9066666666666666,0.01665970146278553,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.00492547695421485,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.78,-0.8933333333333333,0.013038027231745198,0.2,-17.0,10.0,2.0,0.0
-0.7933333333333333,-0.86,0.003911408169523559,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.78,-0.86,0.003911408169523559,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.00753308240056389,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.8066666666666666,-0.88,0.00753308240056389,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.86,0.003911408169523559,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.7933333333333333,-0.8866666666666667,0.007098481492839053,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.78,-0.8866666666666667,0.007098481492839053,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.007967683308288733,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.01970190781685941,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.011009889662362615,0.2,-17.0,10.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.007967683308288733,0.2,-17.0,10.0,2.0,0.0
-0.8066666666666666,-0.9,0.013907229047194877,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7866666666666666,-0.8866666666666667,0.010575288754637773,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.007967683308288733,0.2,-17.0,10.0,2.0,0.0
-0.78,-0.9,0.01564563267809424,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.007967683308288733,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.86,0.003911408169523559,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.8066666666666666,-0.88,0.00753308240056389,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7666666666666667,-0.9066666666666666,0.01665970146278553,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.78,-0.8733333333333333,0.00782281633904712,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.00782281633904712,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.01260342632402036,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.007098481492839053,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.007098481492839053,0.2,-17.0,10.0,2.0,0.0
-0.8066666666666666,-0.8733333333333333,0.00782281633904712,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.78,-0.8666666666666667,0.03240314831851171,0.2857142857142857,-14.0,9.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.007967683308288733,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.78,-0.88,0.011009889662362611,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.9,0.011009889662362615,0.2,-17.0,10.0,2.0,0.0
-0.8066666666666666,-0.8733333333333333,0.008836885123738413,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.013907229047194877,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.8066666666666666,-0.88,0.011009889662362611,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.011009889662362615,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.9066666666666666,0.00753308240056389,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.007967683308288733,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.9133333333333333,0.00782281633904712,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.7933333333333333,-0.9133333333333333,0.00782281633904712,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.8066666666666666,-0.8733333333333333,0.007967683308288733,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.009561219969946482,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7733333333333333,-0.8666666666666667,0.03403863845446183,0.2571428571428571,-15.0,9.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.007967683308288733,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8666666666666667,0.011879091477812295,0.3142857142857143,-13.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.00782281633904712,0.2,-17.0,10.0,2.0,0.0
-0.76,-0.8533333333333334,0.04160278033323112,0.2571428571428571,-15.0,9.0,2.0,0.0
-0.7733333333333333,-0.8666666666666667,0.03240314831851171,0.2857142857142857,-14.0,9.0,2.0,0.0
-0.78,-0.8933333333333333,0.01405209601643649,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.011879091477812295,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.011009889662362615,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.008836885123738413,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.011009889662362615,0.2,-17.0,10.0,2.0,0.0
-0.7933333333333333,-0.8866666666666667,0.010575288754637773,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.86,0.003911408169523559,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.76,-0.8733333333333333,0.0284166411121333,0.22857142857142856,-16.0,9.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.007098481492839053,0.2,-17.0,10.0,2.0,0.0
-0.78,-0.8666666666666667,0.011879091477812295,0.3142857142857143,-13.0,10.0,2.0,0.0
-0.78,-0.8733333333333333,0.013907229047194877,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.011879091477812295,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.00492547695421485,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.78,-0.8866666666666667,0.010140687846912935,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.00753308240056389,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.008836885123738413,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.007967683308288733,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.78,-0.88,0.00753308240056389,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.78,-0.88,0.01260342632402036,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7933333333333333,-0.88,0.00753308240056389,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7933333333333333,-0.88,0.00782281633904712,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7733333333333333,-0.8733333333333333,0.023816825104773592,0.22857142857142856,-16.0,9.0,2.0,0.0
-0.7933333333333333,-0.9,0.01564563267809424,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7933333333333333,-0.9133333333333333,0.00782281633904712,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.78,-0.8666666666666667,0.011879091477812295,0.3142857142857143,-13.0,10.0,2.0,0.0
-0.78,-0.8666666666666667,0.02279464376980477,0.2857142857142857,-14.0,9.0,2.0,0.0
-0.7866666666666666,-0.88,0.011009889662362611,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.8066666666666666,-0.88,0.00492547695421485,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.78,-0.9066666666666666,0.00753308240056389,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.7866666666666666,-0.9,0.010140687846912935,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7933333333333333,-0.9,0.00753308240056389,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.78,-0.9,0.013907229047194877,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.0284166411121333,0.22857142857142856,-16.0,9.0,2.0,0.0
-0.7866666666666666,-0.8866666666666667,0.010575288754637773,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.9066666666666666,0.00753308240056389,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.008836885123738413,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.76,-0.86,0.03403863845446183,0.2857142857142857,-14.0,9.0,2.0,0.0
-0.7933333333333333,-0.8866666666666667,0.010575288754637773,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7933333333333333,-0.88,0.00782281633904712,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.013907229047194877,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.9066666666666666,0.01665970146278553,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.76,-0.8666666666666667,0.03403863845446183,0.2571428571428571,-15.0,9.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.00753308240056389,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.00492547695421485,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.011009889662362611,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.007967683308288733,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.9,0.011009889662362615,0.2,-17.0,10.0,2.0,0.0
-0.7666666666666667,-0.8666666666666667,0.014514974956557297,0.2571428571428571,-15.0,9.0,2.0,0.0
-0.7866666666666666,-0.8866666666666667,0.010140687846912935,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7733333333333333,-0.8733333333333333,0.023816825104773592,0.22857142857142856,-16.0,9.0,2.0,0.0
-0.78,-0.9,0.007967683308288733,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.007098481492839053,0.2,-17.0,10.0,2.0,0.0
-0.8066666666666666,-0.88,0.01260342632402036,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.78,-0.9133333333333333,0.00782281633904712,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.00782281633904712,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.00782281633904712,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.9,0.00753308240056389,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7933333333333333,-0.9133333333333333,0.00782281633904712,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.00753308240056389,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.9066666666666666,0.00782281633904712,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.7533333333333333,-0.8733333333333333,0.023816825104773592,0.22857142857142856,-16.0,9.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.00753308240056389,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.78,-0.8733333333333333,0.00782281633904712,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.00753308240056389,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.86,0.003911408169523559,0.34285714285714286,-12.0,10.0,2.0,0.0
-0.7866666666666666,-0.9066666666666666,0.00782281633904712,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.00492547695421485,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7666666666666667,-0.8666666666666667,0.03403863845446183,0.2571428571428571,-15.0,9.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.007967683308288733,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.8866666666666667,0.00999582087767132,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.8866666666666667,0.00999582087767132,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.007967683308288733,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7733333333333333,-0.8733333333333333,0.023816825104773592,0.22857142857142856,-16.0,9.0,2.0,0.0
-0.7866666666666666,-0.9066666666666666,0.01665970146278553,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7733333333333333,-0.8666666666666667,0.011879091477812295,0.3142857142857143,-13.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.013038027231745198,0.2,-17.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.011879091477812295,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.7733333333333333,-0.86,0.03403863845446183,0.2857142857142857,-14.0,9.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.011009889662362611,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.01405209601643649,0.2,-17.0,10.0,2.0,0.0
-0.7933333333333333,-0.88,0.00753308240056389,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.009561219969946482,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.9,0.01564563267809424,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.78,-0.8933333333333333,0.00492547695421485,0.2,-17.0,10.0,2.0,0.0
-0.7933333333333333,-0.9,0.011009889662362615,0.2,-17.0,10.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.00782281633904712,0.2,-17.0,10.0,2.0,0.0
-0.7733333333333333,-0.8733333333333333,0.0284166411121333,0.22857142857142856,-16.0,9.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.007967683308288733,0.2,-17.0,10.0,2.0,0.0
-0.7933333333333333,-0.9066666666666666,0.01665970146278553,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7866666666666666,-0.8933333333333333,0.011879091477812295,0.22857142857142856,-16.0,10.0,2.0,0.0
-0.78,-0.8733333333333333,0.01970190781685941,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7866666666666666,-0.8866666666666667,0.007967683308288733,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7666666666666667,-0.8533333333333334,0.04160278033323112,0.2571428571428571,-15.0,9.0,2.0,0.0
-0.78,-0.9,0.011009889662362615,0.2,-17.0,10.0,2.0,0.0
-0.7933333333333333,-0.9,0.011009889662362615,0.2,-17.0,10.0,2.0,0.0
-0.7933333333333333,-0.8733333333333333,0.00782281633904712,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7733333333333333,-0.8666666666666667,0.03240314831851171,0.2857142857142857,-14.0,9.0,2.0,0.0
-0.7933333333333333,-0.9066666666666666,0.00782281633904712,0.14285714285714285,-19.0,10.0,2.0,0.0
-0.7933333333333333,-0.9,0.01564563267809424,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7866666666666666,-0.9,0.007967683308288733,0.17142857142857143,-18.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.011009889662362611,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.8066666666666666,-0.8733333333333333,0.007967683308288733,0.2857142857142857,-14.0,10.0,2.0,0.0
-0.7933333333333333,-0.8933333333333333,0.007967683308288733,0.2,-17.0,10.0,2.0,0.0
-0.78,-0.8733333333333333,0.023816825104773592,0.22857142857142856,-16.0,9.0,2.0,0.0
-0.7866666666666666,-0.88,0.00782281633904712,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7866666666666666,-0.88,0.011009889662362611,0.2571428571428571,-15.0,10.0,2.0,0.0
-0.7733333333333333,-0.8533333333333334,0.04160278033323112,0.2571428571428571,-15.0,9.0,2.0,0.0
-0.7866666666666666,-0.88,0.00782281633904712,0.2571428571428571,-15.0,10.0,2.0,0.0
